customer_zip_code_prefix,delivery_delay,delivery_time,order_year,order_month,customer_state_MG,customer_state_RJ,customer_state_RS,customer_state_SP,order_year_month_2017-11,order_year_month_2017-12,order_year_month_2018-01,order_year_month_2018-02,order_year_month_2018-03,order_year_month_2018-04,order_year_month_2018-05,order_year_month_2018-06,order_year_month_2018-07,order_year_month_2018-08
-1.1933455,0.115826786,-0.42767364,-1.0545354,0.3006636,-0.36171806,-0.3859225,-0.24147286,1.1653022,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
0.5672696,0.21647654,-0.64545876,-1.0545354,-0.6271517,-0.36171806,-0.3859225,-0.24147286,1.1653022,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
-1.174015,1.1223243,1.8590703,0.92393124,-0.6271517,-0.36171806,-0.3859225,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,3.6613941,-0.27224326,-0.25641194,-0.2544223,-0.257526
-0.1337258,-0.7900211,-0.31878105,0.92393124,0.3006636,-0.36171806,-0.3859225,-0.24147286,1.1653022,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,3.930473,-0.257526
-1.0461707,0.115826786,0.2256818,-1.0545354,1.5377507,-0.36171806,2.591194,-0.24147286,-0.8581465,3.4724479,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
-1.0446961,0.21647654,-0.97213656,-1.0545354,1.5377507,-0.36171806,-0.3859225,-0.24147286,1.1653022,3.4724479,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
-0.9991107,-0.08547274,-0.2098885,-1.0545354,0.3006636,-0.36171806,-0.3859225,4.141252,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
1.1837301,1.0216746,-0.97213656,0.92393124,0.6099354,-0.36171806,-0.3859225,-0.24147286,1.1653022,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,3.883103
-0.06698266,0.21647654,0.5523595,0.92393124,-1.2456954,2.7645843,-0.3859225,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,3.703614,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
1.5772326,-0.1861225,0.116789214,-1.0545354,0.91920716,-0.36171806,-0.3859225,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
0.62545353,-0.08547274,-0.5365662,-1.0545354,-0.93642354,2.7645843,-0.3859225,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
1.7846428,-0.4880718,-0.7543513,-1.0545354,-0.93642354,-0.36171806,-0.3859225,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
-1.2018727,0.015177024,-0.31878105,-1.0545354,-0.93642354,2.7645843,-0.3859225,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
